Experiment	BigWig	Tissue
ENCSR728BAD	ENCFF432XCM	adrenal_gland_male_fetal_108_days
ENCSR729DRB	ENCFF649NBO	testis_male_fetal
ENCSR735BIM	ENCFF908OMF	common_myeloid_progenitorCD34-positive_male_adult_43_years
ENCSR746ZPP	ENCFF585PHC	L1-S8R
ENCSR749BWV	ENCFF706SXW	heart_female_fetal_116_days_and_female_fetal_98_days
ENCSR752NTF	ENCFF075XFF	right_renal_pelvis_male_fetal_105_days
ENCSR753QKD	ENCFF565LGX	muscle_of_arm_female_fetal_98_days
ENCSR754LIN	ENCFF878GXH	H9_G1_phase_transiently_expressing_fusion_protein
ENCSR757EPJ	ENCFF597SRR	kidney_male_fetal_85_days
ENCSR759UNY	ENCFF111RJQ	tongue_female_fetal_59_days_and_female_fetal_76_days
ENCSR761ZFA	ENCFF763RBF	right_renal_pelvis_male_fetal_105_days
ENCSR762FCX	ENCFF234WTY	large_intestine_male_fetal_91_day
ENCSR765BSU	ENCFF111VYG	right_kidney_female_fetal_117_days
ENCSR768OLL	ENCFF615EGV	right_kidney_male_fetal_91_day
ENCSR771DAX	ENCFF937GMC	globus_pallidus_male_adult_78_years_and_male_adult_84_years
ENCSR772HUG	ENCFF185ZKU	common_myeloid_progenitorCD34-positive_male_adult_37_years
ENCSR777USE	ENCFF194YAR	thymus_female_fetal_147_days
ENCSR782SSS	ENCFF525SHE	stomach_male_adult_34_years
ENCSR782XFY	ENCFF852ZZC	eye_fetal_56_days_and_male_fetal_76_days
ENCSR785BDQ	ENCFF985YVG	glomerular_visceral_epithelial_cell_child_3_years
ENCSR786FWF	ENCFF485UDN	muscle_of_back_male_fetal_127_days
ENCSR788SOI	ENCFF951NFW	spinal_cord_male_fetal_96_days
ENCSR790FIS	ENCFF341QJU	transverse_colon_male_adult_54_years
ENCSR794OFW	ENCFF916OOF	H1-hESC
ENCSR796SJV	ENCFF676WQH	large_intestine_female_fetal_98_days
ENCSR800QGE	ENCFF962QGQ	large_intestine_female_fetal_103_days
ENCSR802AJE	ENCFF785QWY	placenta_male_fetal_85_days
ENCSR803VCR	ENCFF133JTH	left_lung_female_fetal_91_day
ENCSR804RSI	ENCFF538QSO	heart_fetal_80_days
ENCSR809CEA	ENCFF880HQJ	H4
ENCSR809LCE	ENCFF772FVJ	trophoblast_cell_fetal_23_weeks
ENCSR813CKU	ENCFF742AXJ	urinary_bladder_male_fetal_76_days
ENCSR814KRX	ENCFF419MBI	HT-29
ENCSR818JGZ	ENCFF187XGL	limb_fetal_53_days_and_fetal_56_days
ENCSR820ICX	ENCFF594HIY	retina_female_fetal_89_days
ENCSR820WLP	ENCFF539CCN	amniotic_stem_cell
ENCSR820XRX	ENCFF836FCT	brain_female_fetal_105_days
ENCSR826ERZ	ENCFF774CMS	muscle_of_arm_fetal_101_day
ENCSR828RNY	ENCFF090NAE	renal_cortex_interstitium_male_fetal_108_days
ENCSR829MXU	ENCFF877ZIE	pons_male_adult_78_years
ENCSR835BNW	ENCFF712DRN	skin_fibroblast_male_fetal_97_days
ENCSR838IPF	ENCFF386EZA	thymus_female_fetal_105_days
ENCSR840QVX	ENCFF824QPC	muscle_of_arm_male_fetal_91_day
ENCSR840TVG	ENCFF597CHD	CD8-positivealpha-beta_T_cell_female_adult_33_years
ENCSR842VTJ	ENCFF571DLD	CD8-positivealpha-beta_T_cell_male_adult_21_year
ENCSR845CFB	ENCFF571VUT	hematopoietic_multipotent_progenitor_cell_male_adult_25_years_treated_with_interleukin-3_kit_ligand_hydrocortisone_succinate_erythropoietin
ENCSR845MEJ	ENCFF519QEF	right_lung_female_fetal_117_days
ENCSR846CTA	ENCFF199DII	right_lung_male_fetal_105_days
ENCSR847RSJ	ENCFF500AOV	lung_female_fetal_96_days
ENCSR848XIY	ENCFF869QKK	adrenal_gland_male_adult_54_years
ENCSR849OKE	ENCFF223PPS	renal_cortex_interstitium_male_fetal_127_days
ENCSR851ZFT	ENCFF629NHL	renal_cortex_interstitium_female_fetal_89_days
ENCSR855DJV	ENCFF675RRE	ovary_female_adult_51_year
ENCSR855FOP	ENCFF338MSV	hematopoietic_multipotent_progenitor_cell_male_adult_25_years_treated_with_interleukin-3_kit_ligand_hydrocortisone_succinate_erythropoietin
ENCSR856QJX	ENCFF820EHC	adrenal_gland_male_fetal_85_days
ENCSR857AEB	ENCFF564VTX	large_intestine_male_fetal_108_days
ENCSR859CZM	ENCFF655JTZ	occipital_lobe_male_adult_84_years
ENCSR859KGQ	ENCFF319VCA	right_lung_female_fetal_107_days
ENCSR860NDZ	ENCFF521JXF	small_intestine_female_fetal_105_days
ENCSR861NUH	ENCFF888XKT	muscle_of_leg_male_fetal_104_days
ENCSR863XNX	ENCFF879WOR	embryonic_facial_prominence_male_fetal_81_day
ENCSR865ICK	ENCFF205TQN	adrenal_gland_female_adult_51_year
ENCSR866RCY	ENCFF044EPB	adrenal_gland_female_fetal_85_days
ENCSR868XPR	ENCFF218GKF	muscle_of_arm_male_fetal_115_days
ENCSR871APX	ENCFF567RHQ	right_kidney_female_fetal_147_days
ENCSR874CAK	ENCFF123UIT	large_intestine_female_fetal_108_days
ENCSR884MCZ	ENCFF851RPK	right_kidney_female_fetal_98_days
ENCSR887BNC	ENCFF431IBM	right_renal_cortex_interstitium_male_fetal_120_days
ENCSR888GBS	ENCFF616FHF	muscle_of_arm_male_fetal_96_days
ENCSR888UPQ	ENCFF029QZL	thymus_male_fetal_108_days
ENCSR891VOV	ENCFF474BFQ	B_cell_female_adult_34_years
ENCSR902XFY	ENCFF166WQI	thyroid_gland_male_adult_54_years
ENCSR907VOR	ENCFF932GNW	sigmoid_colon_female_adult_53_years
ENCSR910OQF	ENCFF849QKL	spinal_cord_female_fetal_59_days_and_male_fetal_72_days
ENCSR911LTI	ENCFF358PFM	heart_fetal_96_days
ENCSR911YVV	ENCFF874UOF	renal_pelvis_female_fetal_89_days
ENCSR913NYL	ENCFF776GNZ	renal_pelvis_male_fetal_108_days
ENCSR914DOH	ENCFF209WEG	heart_female_fetal_103_days
ENCSR915BSC	ENCFF755YAA	H9
ENCSR917VCP	ENCFF694LQQ	thymus_male_fetal_97_days
ENCSR928SYE	ENCFF819DSW	left_renal_cortex_interstitium_male_fetal_105_days
ENCSR930AUG	ENCFF451VSH	right_lung_female_fetal_108_days
ENCSR930YSB	ENCFF843CWZ	stomach_female_fetal_96_days
ENCSR932DHT	ENCFF184WNT	renal_cortex_interstitium_female_adult_96_days
ENCSR932KWJ	ENCFF500ZNG	A172
ENCSR935EVZ	ENCFF728ADH	left_lung_male_fetal_115_days
ENCSR937RVN	ENCFF288ZVZ	muscle_of_leg_male_fetal_115_days
ENCSR937UWI	ENCFF777WRF	hematopoietic_multipotent_progenitor_cell_male_adult_25_years_treated_with_interleukin-3_kit_ligand_hydrocortisone_succinate_erythropoietin
ENCSR938UOR	ENCFF028WRE	muscle_of_leg_female_fetal_115_days
ENCSR940NLN	ENCFF919AVI	PC-9
ENCSR941DTJ	ENCFF827SOV	kidney_female_fetal_108_days
ENCSR941SMM	ENCFF608VTJ	stomach_fetal_101_day
ENCSR943SYS	ENCFF671HYN	H9_G2_phase_transiently_expressing_fusion_protein
ENCSR945RWN	ENCFF278QDC	small_intestine_male_fetal_108_days
ENCSR946MVP	ENCFF448XYX	SK-N-DZ
ENCSR947POC	ENCFF203MIQ	brain_male_fetal_104_days
ENCSR947VPG	ENCFF863PKH	right_lung_male_fetal_87_days
ENCSR949JYS	ENCFF258HDS	muscle_of_arm_male_fetal_105_days
ENCSR951XEN	ENCFF720KRC	muscle_of_arm_male_fetal_104_days
ENCSR953JVX	ENCFF388AWC	kidney_female_fetal_105_days
ENCSR953WJO	ENCFF880HKX	left_lung_male_fetal_105_days
ENCSR953XJU	ENCFF012PQL	left_kidney_female_fetal_107_days
ENCSR956NOL	ENCFF409FNK	muscle_of_arm_male_fetal_127_days
ENCSR956ZHU	ENCFF507ZQW	renal_pelvis_male_fetal_113_days
ENCSR959ZXU	ENCFF397NCI	HeLa-S3
ENCSR960EJV	ENCFF094OTH	left_lung_female_fetal_110_days
ENCSR962EAP	ENCFF003JVF	thymus_male_fetal_104_days
ENCSR962MFI	ENCFF726ERM	large_intestine_female_fetal_85_days
ENCSR964MZQ	ENCFF997ELK	trophoblast_cell_fetal_39_weeks_and_fetal_40_weeks
ENCSR964VVW	ENCFF889YGP	right_lung_male_fetal_96_days
ENCSR964WHY	ENCFF561LGG	H9_G1_phase_transiently_expressing_fusion_protein
ENCSR970ZLG	ENCFF873ABN	small_intestine_male_fetal_87_days
ENCSR973MKT	ENCFF098DKN	spinal_cord_female_fetal_87_days
ENCSR974TXT	ENCFF370PHA	left_kidney_female_fetal_110_days
ENCSR979BPU	ENCFF860ZLJ	kidney_female_fetal_82_days
ENCSR986HEN	ENCFF850QZA	right_renal_pelvis_male_fetal_105_days
ENCSR986XLW	ENCFF699AQI	lung_fetal_101_day
ENCSR986YWZ	ENCFF737SGI	inferior_parietal_cortex_male_adult_84_years
ENCSR989YIV	ENCFF970GZR	placenta_male_fetal_91_day
ENCSR990XXC	ENCFF525EPI	right_kidney_male_fetal_115_days
