Experiment	BigWig	Tissue
ENCSR000EMO	ENCFF322SVZ	skin fibroblast female adult (31 year)
ENCSR067XUN	ENCFF471BXP	skin fibroblast male fetal (97 days)
ENCSR835BNW	ENCFF666HYB	skin fibroblast male fetal (97 days)
ENCSR648GDP	ENCFF858BCT	skin fibroblast male fetal (97 days)
ENCSR555TFE	ENCFF920ZZV	skin fibroblast male fetal (97 days)
ENCSR000EMP	ENCFF971SVP	skin fibroblast female adult (31 year)
ENCSR000EMP	ENCFF840FAS	skin fibroblast female adult (31 year)
ENCSR360LBD	ENCFF938TYF	skin fibroblast male fetal (97 days)
ENCSR092OFK	ENCFF489RUM	skin of body female fetal (82 days)
ENCSR970ZLG	ENCFF116VHO	small intestine male fetal (87 days)
ENCSR502NDK	ENCFF849VBA	small intestine female fetal (108 days)
ENCSR188JLO	ENCFF750AGA	small intestine male fetal (105 days)
ENCSR672DWH	ENCFF498QTJ	small intestine male fetal (115 days)
ENCSR860NDZ	ENCFF798JKB	small intestine female fetal (105 days)
ENCSR354FBA	ENCFF571BCD	small intestine male fetal (115 days)
ENCSR116WWW	ENCFF621VVA	small intestine female fetal (120 days)
ENCSR565EBN	ENCFF784RQH	small intestine female fetal (98 days)
ENCSR133KBX	ENCFF580BDA	small intestine female fetal (107 days)
ENCSR594OWA	ENCFF382HTQ	small intestine male fetal (91 day)
ENCSR945RWN	ENCFF472SHB	small intestine male fetal (108 days)
ENCSR457ILW	ENCFF567FEI	small intestine female fetal (91 day)
ENCSR083FBK	ENCFF915RKG	small intestine female fetal (110 days)
ENCSR000ENG	ENCFF513GJP	smooth muscle cell of the brain vasculature female
ENCSR000ENG	ENCFF460BXV	smooth muscle cell of the brain vasculature female
ENCSR678PDD	ENCFF484RKY	spinal cord female fetal (113 days)
ENCSR910OQF	ENCFF260IOW	spinal cord female fetal (59 days) and male fetal (72 days)
ENCSR910OQF	ENCFF294BZK	spinal cord female fetal (59 days) and male fetal (72 days)
ENCSR788SOI	ENCFF346NDW	spinal cord male fetal (96 days)
ENCSR973MKT	ENCFF312IEQ	spinal cord female fetal (87 days)
ENCSR615WIN	ENCFF881HJD	spinal cord female fetal (89 days)
ENCSR148MFM	ENCFF742ZTM	spinal cord male fetal (105 days)
ENCSR679IFH	ENCFF900GMQ	spleen fetal (112 days)
ENCSR782SSS	ENCFF276WUL	stomach male adult (34 years)
ENCSR246PXX	ENCFF429CQP	stomach male child (3 years)
ENCSR511GQA	ENCFF217IGU	stomach female fetal (108 days)
ENCSR726YMS	ENCFF132MFK	stomach female fetal
ENCSR627KFV	ENCFF946GVE	stomach female fetal (147 days)
ENCSR095GWE	ENCFF619QCV	stomach male fetal (58 days) and male fetal (76 days)
ENCSR095GWE	ENCFF381ILB	stomach male fetal (58 days) and male fetal (76 days)
ENCSR941SMM	ENCFF154LWZ	stomach fetal (101 day)
ENCSR282QFE	ENCFF799KPM	stomach female fetal (121 day)
ENCSR930YSB	ENCFF673AIY	stomach female fetal (96 days)
ENCSR683YLO	ENCFF282KJN	stomach female adult (96 days)
ENCSR082XEU	ENCFF952EON	stomach female fetal (107 days)
ENCSR608AHQ	ENCFF735AVD	stomach male fetal (127 days)
ENCSR172PVJ	ENCFF119RVA	stomach male fetal (91 day)
ENCSR062DUU	ENCFF839PVN	stomach female fetal (105 days)
ENCSR208DMX	ENCFF534RTH	stomach female fetal (98 days)
ENCSR522FGG	ENCFF723XAE	stomach male fetal (108 days)
ENCSR119HXE	ENCFF991LUP	stomach female fetal (105 days)
ENCSR000EMH	ENCFF662HNC	stromal cell of bone marrow male
ENCSR000EMH	ENCFF439GON	stromal cell of bone marrow male
ENCSR382JUJ	ENCFF835REN	superior temporal gyrus male adult (84 years)
ENCSR217SET	ENCFF663CAU	SW480
ENCSR217SET	ENCFF028NIS	SW480
ENCSR366YTD	ENCFF234UHM	T-cell male adult (37 years)
ENCSR627UDJ	ENCFF189VXN	T-cell male adult (36 years)
ENCSR414IHC	ENCFF046QLK	T-cell male adult (21 year)
ENCSR628IRM	ENCFF804VZF	T-cell male adult (21 year)
ENCSR040DGJ	ENCFF392GMW	T-cell
ENCSR000EQE	ENCFF394ILF	T-helper 1 cell male adult (33 years)
ENCSR000EQE	ENCFF762JIY	T-helper 1 cell male adult (33 years)
ENCSR000EQH	ENCFF875PNK	T-helper 2 cell female adult (26 years)
ENCSR475SYH	ENCFF320PLC	testis male adult (37 years)
ENCSR278FHC	ENCFF075JMM	testis male fetal
ENCSR729DRB	ENCFF447TOO	testis male fetal
ENCSR637IGL	ENCFF836BIL	thoracic segment muscle female fetal (108 days)
ENCSR342NCX	ENCFF903UWW	thymus female fetal (113 days)
ENCSR962EAP	ENCFF773IGO	thymus male fetal (104 days)
ENCSR917VCP	ENCFF080WFQ	thymus male fetal (97 days)
ENCSR541UPY	ENCFF626JPD	thymus female fetal (98 days)
ENCSR541UPY	ENCFF401MKN	thymus female fetal (98 days)
ENCSR777USE	ENCFF642WZJ	thymus female fetal (147 days)
ENCSR888UPQ	ENCFF898GOT	thymus male fetal (108 days)
ENCSR164PQJ	ENCFF822OWN	thymus male fetal (127 days)
ENCSR838IPF	ENCFF860NRE	thymus female fetal (105 days)
ENCSR544KDB	ENCFF918EAU	thymus male fetal (113 days)
ENCSR682PKY	ENCFF818ZNY	thymus female fetal
ENCSR158VAT	ENCFF296JRC	thyroid gland male adult (37 years)
ENCSR158VAT	ENCFF989TYL	thyroid gland male adult (37 years)
ENCSR902XFY	ENCFF762TJH	thyroid gland male adult (54 years)
ENCSR902XFY	ENCFF864EAM	thyroid gland male adult (54 years)
ENCSR759UNY	ENCFF015ADC	tongue female fetal (59 days) and female fetal (76 days)
ENCSR759UNY	ENCFF368WPS	tongue female fetal (59 days) and female fetal (76 days)
ENCSR559WMK	ENCFF970NFP	tongue male fetal (72 days)
ENCSR790FIS	ENCFF941ZKH	transverse colon male adult (54 years)
ENCSR179CDH	ENCFF576LQF	trophoblast cell male embryo
ENCSR121ZSL	ENCFF929FBU	trophoblast cell fetal (21 week)
ENCSR121ZSL	ENCFF693HME	trophoblast cell fetal (21 week)
ENCSR809LCE	ENCFF805YVD	trophoblast cell fetal (23 weeks)
ENCSR964MZQ	ENCFF077SFE	trophoblast cell fetal (39 weeks) and fetal (40 weeks)
ENCSR964MZQ	ENCFF258TFH	trophoblast cell fetal (39 weeks) and fetal (40 weeks)
ENCSR593LTJ	ENCFF140JNA	trophoblast cell fetal (17 weeks) and fetal (18 weeks)
ENCSR593LTJ	ENCFF412NKU	trophoblast cell fetal (17 weeks) and fetal (18 weeks)
ENCSR512CWR	ENCFF935SZI	umbilical cord male fetal (76 days)
ENCSR813CKU	ENCFF397CTJ	urinary bladder male fetal (76 days)
ENCSR237WJY	ENCFF587PSM	uterus female adult (53 years)
ENCSR000EQL	ENCFF560FRY	WERI-Rb-1
ENCSR000EQL	ENCFF901JCH	WERI-Rb-1
ENCSR000EQN	ENCFF349QFJ	WI38 derived from WI38 stably expressing fusion protein
ENCSR000EQN	ENCFF480VFR	WI38 derived from WI38 stably expressing fusion protein
ENCSR000EQM	ENCFF943QEY	WI38 derived from WI38 stably treated with afimoxifene expressing fusion protein
ENCSR000EQM	ENCFF055WAE	WI38 derived from WI38 stably treated with afimoxifene expressing fusion protein
